complete_response	user_id	video_id	session_id	user_role	user_region	video_region	category	audio_id	tags	prior_category_rate	prior_category_count	prior_overall_rate	prior_overall_count	prior_region_rate	prior_region_count	duration_s	same_region
0	c758078c-68df-4aa8-ba85-50a0cd6bdfe8	4d626d20-9536-4c26-955e-b760d1e22bfb	sim-c758078c-68df-4aa8-ba85-50a0cd6bdfe8-4	viewer	Perú	Perú	arte	audio-arte-0	arte|laboratorio|corto|veta|peru	0.6	0.693147	0.52381	2.89037	0.647059	2.63906	15	1
1	c758078c-68df-4aa8-ba85-50a0cd6bdfe8	449cfac6-e446-4f38-b273-89c458d18f60	sim-c758078c-68df-4aa8-ba85-50a0cd6bdfe8-4	viewer	Perú	Perú	cocina	audio-cocina-1	cocina|laboratorio|corto|veta|peru	0.5	1.09861	0.52381	2.89037	0.647059	2.63906	15	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	b1bf48fa-7399-463f-a5c9-20e04197cdd2	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-1	viewer	Colombia	Colombia	historia	audio-historia-0	historia|laboratorio|corto|veta|colombia	0.6	0.693147	0.625	1.60944	0.714286	1.38629	15	1
0	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	0f533b3d-d0de-4c0e-9bc5-106863afd119	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-1	viewer	Colombia	Argentina	cine	audio-cine-1	cine|laboratorio|corto|veta|argentina	0.5	0	0.625	1.60944	0.5	0	15	0
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	1abff549-37ce-4449-9266-b8e1e14d16b0	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-1	viewer	Colombia	Colombia	musica	audio-musica-1	musica|laboratorio|corto|veta|colombia	0.5	0	0.625	1.60944	0.714286	1.38629	15	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	abf3dbe4-585f-4773-a32a-90873b1dff4e	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-1	viewer	Colombia	Colombia	tecnologia	audio-tecnologia-0	tecnologia|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	14.8	1
0	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	0f76e870-246c-4be9-adaf-22096896f8ca	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-2	viewer	Colombia	Argentina	salud	audio-salud-0	salud|laboratorio|corto|veta|argentina	0.5	0	0.666667	2.19722	0.4	0.693147	15	0
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	45a4de39-a767-4f34-ad37-95bfd561e4f3	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-2	viewer	Colombia	Colombia	idiomas	audio-idiomas-1	idiomas|laboratorio|corto	0.5	0	0.666667	2.19722	0.8	1.94591	16.9	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	1abff549-37ce-4449-9266-b8e1e14d16b0	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-2	viewer	Colombia	Colombia	musica	audio-musica-1	musica|laboratorio|corto|veta|colombia	0.6	0.693147	0.666667	2.19722	0.8	1.94591	15	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	abf3dbe4-585f-4773-a32a-90873b1dff4e	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-2	viewer	Colombia	Colombia	tecnologia	audio-tecnologia-0	tecnologia|laboratorio|corto	0.666667	1.09861	0.666667	2.19722	0.8	1.94591	14.8	1
0	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	1595d4cb-86db-4c29-a060-ee6f33b8afe8	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-3	viewer	Colombia	Perú	cocina	audio-cocina-0	cocina|laboratorio|corto|veta|peru	0.5	0	0.6875	2.56495	0.5	0	15	0
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	2e05a38c-8b00-4fdd-90b3-87defdf5e4ac	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-3	viewer	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto	0.6	0.693147	0.6875	2.56495	0.846154	2.30259	14.9	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	45a4de39-a767-4f34-ad37-95bfd561e4f3	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-3	viewer	Colombia	Colombia	idiomas	audio-idiomas-1	idiomas|laboratorio|corto	0.6	0.693147	0.6875	2.56495	0.846154	2.30259	16.9	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	1abff549-37ce-4449-9266-b8e1e14d16b0	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-3	viewer	Colombia	Colombia	musica	audio-musica-1	musica|laboratorio|corto|veta|colombia	0.666667	1.09861	0.6875	2.56495	0.846154	2.30259	15	1
0	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	1650d8f6-642c-41b6-9eb6-cef21aca7a2d	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-4	viewer	Colombia	Argentina	musica	audio-musica-1	musica|laboratorio|corto|veta|argentina	0.714286	1.38629	0.7	2.83321	0.333333	1.09861	15	0
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	b1bf48fa-7399-463f-a5c9-20e04197cdd2	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-4	viewer	Colombia	Colombia	historia	audio-historia-0	historia|laboratorio|corto|veta|colombia	0.666667	1.09861	0.7	2.83321	0.875	2.56495	15	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	2e05a38c-8b00-4fdd-90b3-87defdf5e4ac	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-4	viewer	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto	0.666667	1.09861	0.7	2.83321	0.875	2.56495	14.9	1
1	c5c1aa48-df84-4190-b5c4-04ae127aa8a8	45a4de39-a767-4f34-ad37-95bfd561e4f3	sim-c5c1aa48-df84-4190-b5c4-04ae127aa8a8-4	viewer	Colombia	Colombia	idiomas	audio-idiomas-1	idiomas|laboratorio|corto	0.666667	1.09861	0.7	2.83321	0.875	2.56495	16.9	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	72289114-f139-4672-ba3e-820c8bd0d111	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-1	viewer	Argentina	Argentina	cocina	audio-cocina-0	cocina|laboratorio|corto	0.5	0	0.5	1.60944	0.571429	1.38629	13.2	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	5d4a7a2e-c193-4707-8309-9bcafe5448b4	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-1	viewer	Argentina	Argentina	salud	audio-salud-0	salud|laboratorio|corto	0.6	0.693147	0.5	1.60944	0.571429	1.38629	16.8	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	5216fb56-1001-434b-bd10-8b8a2734d2b3	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-1	viewer	Argentina	Argentina	manualidades	audio-manualidades-1	manualidades|laboratorio|corto	0.4	0.693147	0.5	1.60944	0.571429	1.38629	18.9	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	05a06c71-8961-4f45-9976-a6424feb0242	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-1	viewer	Argentina	Colombia	naturaleza	audio-naturaleza-1	naturaleza|laboratorio|corto|veta|colombia	0.5	0	0.5	1.60944	0.5	0	15	0
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	72289114-f139-4672-ba3e-820c8bd0d111	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-2	viewer	Argentina	Argentina	cocina	audio-cocina-0	cocina|laboratorio|corto	0.6	0.693147	0.5	2.19722	0.6	1.94591	13.2	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	5d4a7a2e-c193-4707-8309-9bcafe5448b4	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-2	viewer	Argentina	Argentina	salud	audio-salud-0	salud|laboratorio|corto	0.5	1.09861	0.5	2.19722	0.6	1.94591	16.8	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	0d466921-84b4-4e44-a032-5eb485321e47	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-2	viewer	Argentina	Perú	historia	audio-historia-0	historia|laboratorio|corto|veta|peru	0.5	0	0.5	2.19722	0.5	0	15	0
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	b1e12eba-acc4-4ad1-976e-9f4db7ea1abb	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-2	viewer	Argentina	Argentina	musica	audio-musica-1	musica|laboratorio|corto	0.5	0	0.5	2.19722	0.6	1.94591	15.3	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	dd209927-0456-4cd1-a81f-5cfed4d9a4cb	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-3	viewer	Argentina	Argentina	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto	0.5	0	0.5	2.56495	0.615385	2.30259	25.1	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	72289114-f139-4672-ba3e-820c8bd0d111	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-3	viewer	Argentina	Argentina	cocina	audio-cocina-0	cocina|laboratorio|corto	0.5	1.09861	0.5	2.56495	0.615385	2.30259	13.2	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	0e887e31-be30-4365-b7cc-4a5c7d3943d8	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-3	viewer	Argentina	Colombia	manualidades	audio-manualidades-0	manualidades|laboratorio|corto|veta|colombia	0.5	1.09861	0.5	2.56495	0.4	0.693147	15	0
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	53c8ae21-baf5-458f-b19d-8af867e725ea	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-3	viewer	Argentina	Argentina	idiomas	audio-idiomas-2	idiomas|laboratorio|corto	0.6	0.693147	0.5	2.56495	0.615385	2.30259	19.4	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	b1e12eba-acc4-4ad1-976e-9f4db7ea1abb	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-3	viewer	Argentina	Argentina	musica	audio-musica-1	musica|laboratorio|corto	0.6	0.693147	0.5	2.56495	0.615385	2.30259	15.3	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	b620577e-57ee-43e3-8e1a-0490f4680265	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-4	viewer	Argentina	Argentina	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto	0.5	0	0.52381	2.89037	0.647059	2.63906	17.3	1
0	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	0ec3c352-4330-4601-b6ab-346b38ae31ef	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-4	viewer	Argentina	México	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|mexico	0.428571	1.38629	0.52381	2.89037	0.5	0	15	0
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	5216fb56-1001-434b-bd10-8b8a2734d2b3	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-4	viewer	Argentina	Argentina	manualidades	audio-manualidades-1	manualidades|laboratorio|corto	0.428571	1.38629	0.52381	2.89037	0.647059	2.63906	18.9	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	53c8ae21-baf5-458f-b19d-8af867e725ea	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-4	viewer	Argentina	Argentina	idiomas	audio-idiomas-2	idiomas|laboratorio|corto	0.666667	1.09861	0.52381	2.89037	0.647059	2.63906	19.4	1
1	93a0618d-49e1-4184-b6d4-883c9eb1b7d9	b1e12eba-acc4-4ad1-976e-9f4db7ea1abb	sim-93a0618d-49e1-4184-b6d4-883c9eb1b7d9-4	viewer	Argentina	Argentina	musica	audio-musica-1	musica|laboratorio|corto	0.666667	1.09861	0.52381	2.89037	0.647059	2.63906	15.3	1
0	b881122e-1b79-43e4-a844-3c25fe4125e0	426d4871-1efd-4592-be55-8ccc82dc4a01	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-1	viewer	Perú	Perú	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|peru	0.5	0	0.5	1.60944	0.571429	1.38629	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	32d4719f-9b86-4a32-b232-3487a48ed644	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-1	viewer	Perú	Perú	salud	audio-salud-0	salud|laboratorio|corto|veta|peru	0.4	0.693147	0.5	1.60944	0.571429	1.38629	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	2f21dce8-86c9-4fff-afb1-ad3eb19e5cbe	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-1	viewer	Perú	Perú	baile	audio-baile-0	baile|laboratorio|corto|veta|peru	0.6	0.693147	0.5	1.60944	0.571429	1.38629	15	1
0	b881122e-1b79-43e4-a844-3c25fe4125e0	c0536c05-beec-4852-9490-a69be448ac7f	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-1	viewer	Perú	México	arte	audio-arte-1	arte|laboratorio|corto	0.6	0.693147	0.5	1.60944	0.4	0.693147	16.5	0
0	b881122e-1b79-43e4-a844-3c25fe4125e0	449cfac6-e446-4f38-b273-89c458d18f60	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-2	viewer	Perú	Perú	cocina	audio-cocina-1	cocina|laboratorio|corto|veta|peru	0.5	0	0.5	2.19722	0.6	1.94591	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	426d4871-1efd-4592-be55-8ccc82dc4a01	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-2	viewer	Perú	Perú	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|peru	0.4	0.693147	0.5	2.19722	0.6	1.94591	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	32d4719f-9b86-4a32-b232-3487a48ed644	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-2	viewer	Perú	Perú	salud	audio-salud-0	salud|laboratorio|corto|veta|peru	0.5	1.09861	0.5	2.19722	0.6	1.94591	15	1
0	b881122e-1b79-43e4-a844-3c25fe4125e0	ee4cc5e2-819b-4cfd-89ed-f800902cb736	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-2	viewer	Perú	México	deporte	audio-deporte-2	deporte|laboratorio|corto	0.5	0	0.5	2.19722	0.333333	1.09861	18.6	0
0	b881122e-1b79-43e4-a844-3c25fe4125e0	4af7be52-0a56-4fd6-8fd9-563a26e917c7	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-3	viewer	Perú	Perú	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto|veta|peru	0.5	0	0.5	2.56495	0.615385	2.30259	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	449cfac6-e446-4f38-b273-89c458d18f60	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-3	viewer	Perú	Perú	cocina	audio-cocina-1	cocina|laboratorio|corto|veta|peru	0.4	0.693147	0.5	2.56495	0.615385	2.30259	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	426d4871-1efd-4592-be55-8ccc82dc4a01	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-3	viewer	Perú	Perú	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|peru	0.5	1.09861	0.5	2.56495	0.615385	2.30259	15	1
0	b881122e-1b79-43e4-a844-3c25fe4125e0	f516c658-3970-4785-83a4-79e60cd5dd74	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-3	viewer	Perú	Colombia	baile	audio-baile-1	baile|laboratorio|corto	0.666667	1.09861	0.5	2.56495	0.5	0	18.5	0
1	b881122e-1b79-43e4-a844-3c25fe4125e0	1d6296f9-4b1d-4800-9f60-f2d395a0e701	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-3	viewer	Perú	Perú	arte	audio-arte-1	arte|laboratorio|corto|veta|peru	0.5	1.09861	0.5	2.56495	0.615385	2.30259	15	1
0	b881122e-1b79-43e4-a844-3c25fe4125e0	4d626d20-9536-4c26-955e-b760d1e22bfb	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-4	viewer	Perú	Perú	arte	audio-arte-0	arte|laboratorio|corto|veta|peru	0.571429	1.38629	0.52381	2.89037	0.647059	2.63906	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	449cfac6-e446-4f38-b273-89c458d18f60	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-4	viewer	Perú	Perú	cocina	audio-cocina-1	cocina|laboratorio|corto|veta|peru	0.5	1.09861	0.52381	2.89037	0.647059	2.63906	15	1
0	b881122e-1b79-43e4-a844-3c25fe4125e0	f981fbcd-1c96-41e7-b1b6-4c21b3a54534	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-4	viewer	Perú	México	cine	audio-cine-2	cine|laboratorio|corto	0.5	0	0.52381	2.89037	0.285714	1.38629	22.2	0
1	b881122e-1b79-43e4-a844-3c25fe4125e0	2f21dce8-86c9-4fff-afb1-ad3eb19e5cbe	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-4	viewer	Perú	Perú	baile	audio-baile-0	baile|laboratorio|corto|veta|peru	0.571429	1.38629	0.52381	2.89037	0.647059	2.63906	15	1
1	b881122e-1b79-43e4-a844-3c25fe4125e0	1d6296f9-4b1d-4800-9f60-f2d395a0e701	sim-b881122e-1b79-43e4-a844-3c25fe4125e0-4	viewer	Perú	Perú	arte	audio-arte-1	arte|laboratorio|corto|veta|peru	0.571429	1.38629	0.52381	2.89037	0.647059	2.63906	15	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	1abff549-37ce-4449-9266-b8e1e14d16b0	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-1	viewer	Colombia	Colombia	musica	audio-musica-1	musica|laboratorio|corto|veta|colombia	0.5	0	0.625	1.60944	0.714286	1.38629	15	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	abf3dbe4-585f-4773-a32a-90873b1dff4e	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-1	viewer	Colombia	Colombia	tecnologia	audio-tecnologia-0	tecnologia|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	14.8	1
0	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	075cc565-2c2c-44eb-a843-ed1183ef6d65	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-1	viewer	Colombia	Argentina	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto|veta|argentina	0.6	0.693147	0.625	1.60944	0.5	0	15	0
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	80e47064-ad8e-4049-b3b5-5da0379ec673	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-1	viewer	Colombia	Colombia	manualidades	audio-manualidades-0	manualidades|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	16.4	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	45a4de39-a767-4f34-ad37-95bfd561e4f3	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-2	viewer	Colombia	Colombia	idiomas	audio-idiomas-1	idiomas|laboratorio|corto	0.5	0	0.666667	2.19722	0.8	1.94591	16.9	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	1abff549-37ce-4449-9266-b8e1e14d16b0	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-2	viewer	Colombia	Colombia	musica	audio-musica-1	musica|laboratorio|corto|veta|colombia	0.6	0.693147	0.666667	2.19722	0.8	1.94591	15	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	abf3dbe4-585f-4773-a32a-90873b1dff4e	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-2	viewer	Colombia	Colombia	tecnologia	audio-tecnologia-0	tecnologia|laboratorio|corto	0.571429	1.38629	0.666667	2.19722	0.8	1.94591	14.8	1
0	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	0d466921-84b4-4e44-a032-5eb485321e47	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-2	viewer	Colombia	Perú	historia	audio-historia-0	historia|laboratorio|corto|veta|peru	0.5	0	0.666667	2.19722	0.5	0	15	0
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	2e05a38c-8b00-4fdd-90b3-87defdf5e4ac	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-3	viewer	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto	0.5	0	0.6875	2.56495	0.846154	2.30259	14.9	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	45a4de39-a767-4f34-ad37-95bfd561e4f3	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-3	viewer	Colombia	Colombia	idiomas	audio-idiomas-1	idiomas|laboratorio|corto	0.6	0.693147	0.6875	2.56495	0.846154	2.30259	16.9	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	1abff549-37ce-4449-9266-b8e1e14d16b0	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-3	viewer	Colombia	Colombia	musica	audio-musica-1	musica|laboratorio|corto|veta|colombia	0.666667	1.09861	0.6875	2.56495	0.846154	2.30259	15	1
0	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	0ec3c352-4330-4601-b6ab-346b38ae31ef	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-3	viewer	Colombia	México	manualidades	audio-manualidades-1	manualidades|laboratorio|corto|veta|mexico	0.666667	1.09861	0.6875	2.56495	0.5	0	15	0
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	b1bf48fa-7399-463f-a5c9-20e04197cdd2	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-4	viewer	Colombia	Colombia	historia	audio-historia-0	historia|laboratorio|corto|veta|colombia	0.4	0.693147	0.7	2.83321	0.875	2.56495	15	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	2e05a38c-8b00-4fdd-90b3-87defdf5e4ac	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-4	viewer	Colombia	Colombia	ciencia	audio-ciencia-1	ciencia|laboratorio|corto	0.6	0.693147	0.7	2.83321	0.875	2.56495	14.9	1
1	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	45a4de39-a767-4f34-ad37-95bfd561e4f3	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-4	viewer	Colombia	Colombia	idiomas	audio-idiomas-1	idiomas|laboratorio|corto	0.666667	1.09861	0.7	2.83321	0.875	2.56495	16.9	1
0	bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe	0f27cf99-2219-472a-81e8-cc6abbe6cb32	sim-bf7c62c1-8b4d-4ee5-9348-05ecf55d71fe-4	viewer	Colombia	México	baile	audio-baile-0	baile|laboratorio|corto|veta|mexico	0.5	0	0.7	2.83321	0.4	0.693147	15	0
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	2bf81530-02c6-4eea-8ef4-446bd3c0277f	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-1	viewer	Chile	Chile	emprendimiento	audio-emprendimiento-1	emprendimiento|laboratorio|corto|veta|chile	0.5	0	0.625	1.60944	0.714286	1.38629	15	1
0	94c5d2cc-25d9-4411-b6ac-7ad31620f903	dd209927-0456-4cd1-a81f-5cfed4d9a4cb	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-1	viewer	Chile	Argentina	emprendimiento	audio-emprendimiento-0	emprendimiento|laboratorio|corto	0.5	0	0.625	1.60944	0.5	0	25.1	0
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	6bf60a41-7ec3-4941-9db6-73c5e2dc1213	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-1	viewer	Chile	Chile	manualidades	audio-manualidades-2	manualidades|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	21.4	1
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	13fb1b67-82f1-4cb8-b386-958253861e05	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-1	viewer	Chile	Chile	ciencia	audio-ciencia-0	ciencia|laboratorio|corto	0.6	0.693147	0.625	1.60944	0.714286	1.38629	19.9	1
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	34e3546a-5b5f-43e1-8fc6-627c80c0303f	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-2	viewer	Chile	Chile	arte	audio-arte-0	arte|laboratorio|corto|veta|chile	0.5	0	0.666667	2.19722	0.8	1.94591	15	1
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	2bf81530-02c6-4eea-8ef4-446bd3c0277f	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-2	viewer	Chile	Chile	emprendimiento	audio-emprendimiento-1	emprendimiento|laboratorio|corto|veta|chile	0.5	1.09861	0.666667	2.19722	0.8	1.94591	15	1
0	94c5d2cc-25d9-4411-b6ac-7ad31620f903	524747bc-f2d9-4268-9461-a99ff56b31e0	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-2	viewer	Chile	Colombia	arte	audio-arte-2	arte|laboratorio|corto	0.5	0	0.666667	2.19722	0.5	0	19	0
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	6bf60a41-7ec3-4941-9db6-73c5e2dc1213	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-2	viewer	Chile	Chile	manualidades	audio-manualidades-2	manualidades|laboratorio|corto	0.666667	1.09861	0.666667	2.19722	0.8	1.94591	21.4	1
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	3a8d37f2-8c14-49c9-9871-913fcae99ef5	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-3	viewer	Chile	Chile	cine	audio-cine-0	cine|laboratorio|corto|veta|chile	0.5	0	0.6875	2.56495	0.846154	2.30259	15	1
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	34e3546a-5b5f-43e1-8fc6-627c80c0303f	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-3	viewer	Chile	Chile	arte	audio-arte-0	arte|laboratorio|corto|veta|chile	0.5	1.09861	0.6875	2.56495	0.846154	2.30259	15	1
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	2bf81530-02c6-4eea-8ef4-446bd3c0277f	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-3	viewer	Chile	Chile	emprendimiento	audio-emprendimiento-1	emprendimiento|laboratorio|corto|veta|chile	0.571429	1.38629	0.6875	2.56495	0.846154	2.30259	15	1
0	94c5d2cc-25d9-4411-b6ac-7ad31620f903	b620577e-57ee-43e3-8e1a-0490f4680265	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-3	viewer	Chile	Argentina	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto	0.5	0	0.6875	2.56495	0.4	0.693147	17.3	0
1	94c5d2cc-25d9-4411-b6ac-7ad31620f903	4a01a32d-6b56-4995-a079-45fc7d9f2e72	sim-94c5d2cc-25d9-4411-b6ac-7ad31620f903-4	viewer	Chile	Chile	tecnologia	audio-tecnologia-1	tecnologia|laboratorio|corto|veta|chile	0.4	0.693147	0.7	2.83321	0.875	2.56495	15	1
